page_id,title,company_name,full_location,skills,employment,link,main_tasks,requirements,preferred,hire_rounds
338921,SW Developer,프로메디우스,"서울 송파구 올림픽로35다길 13, 4층 (국민연금공단 송파지사건물)","서버 개발자, 파이썬 개발자, 자바 개발자, ",regular,https://www.wanted.co.kr/wd/338921?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"Main Tasks

본 포지션은 솔루션의 핵심 중 하나인 Worklist(Python) 및 License(Java) 서버를 고도화합니다. 또한, 의료진이 사용하는 웹 인터페이스(React)와의 유기적인 연결을 총괄하며 서비스의 완성도를 높이는 역할을 수행합니다.

• 이기종 스택 관리: Java 기반 라이선스 서버와 Python 기반 Worklist 서버의 각 기술 스택별 아키텍처 최적화 및 유지보수
• 기술 표준화: 각 프로젝트들의 코드 품질 관리, 테스트 자동화 및 배포 프로세스 표준화
• Web 서비스 인터페이스: React 기반 프론트엔드와 각 백엔드 서비스(Java/Python) 간의 효율적인 API 연동 및 데이터 스키마 설계v","• 경력: 8년 이상 12년 미만의 개발 경력을 보유하신 분
• 유연한 기술 대응력: Java와 Python으로 구성된 각기 다른 서비스 환경을 빠르게 이해하고, 운영 효율을 극대화할 수 있는 분
• 프론트엔드 협업: React 기반 웹 서비스와의 원활한 커뮤니케이션 및 API 스펙 정의 능력을 갖추신 분
• CS/DB: 탄탄한 전공 지식 및 RDBMS(PostgreSQL, MariaDB) 설계/운영 능력
• 기본기: Git, Gradle, Python 패키징 등 체계적인 개발 환경 관리 역량","• 의료 IT 도메인: DICOM, PACS 연동 및 의료 데이터 처리 경험
• 인프라: AWS 등 클라우드 환경에서의 서비스 운영 및 배포 경험
• 환경: Windows 및 Linux(Ubuntu 등)를 아우르는 멀티 플랫폼 개발 경험
• 성장 마인드: 복잡한 비즈니스 로직을 단순화하고, 팀 내 기술 공유를 즐기시는 분",서류 전형 - 1차 면접 - 2차 면접 - 처우 협의 - 입사 확정
338894,AX팀 데이터분석가 (정규직 전환형),앳홈,"서울 성동구 아차산로 6, 6층","DevOps / 시스템 관리자, 파이썬 개발자, 자바 개발자, ",intern,https://www.wanted.co.kr/wd/338894?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• 데이터 정합성 및 최신성을 관리하고, AX팀 내 오퍼레이션 업무를 지원합니다.
• 마켓/트렌드 정보를 적시에 활용할 수 있도록 다양한 소스의 데이터를 크롤링/스크래핑 등의 방법으로 수집합니다.
• 앳홈팀의 데이터 접근 장벽을 허물고 손쉬운 데이터 활용이 가능하도록 대시보드를 제작합니다.
• 워크플로우 자동화 툴 등을 활용하여 데이터/정보 제공 방식을 효율적으로 개선합니다.
• 실무에 활용 가능한 인사이트 제공을 위해 애드혹 분석을 진행합니다.","• SQL을 활용한 데이터 추출 및 가공 경험이 있으신 분
• Tableau 등의 BI 툴을 활용한 대시보드 제작 경험이 있으신 분
• Python을 활용한 데이터 분석 혹은 모델링 경험이 있으신 분
• 분석 결과를 명확하고 간결하게 전달할 수 있는 커뮤니케이션 능력이 있으신 분","• 크롤링/스크래핑을 통해 데이터를 수집하고 실무에 활용해보신 분
• n8n 등의 워크플로우 자동화 툴을 활용하여 프로세스 효율화를 경험해보신 분
• 생활가전/뷰티 제품에 대한 이해가 있거나 관련 비즈니스 분석 경험이 있으신 분","서류 전형 -  1 DAY 인터뷰 - 입사
• 제출 서류: 이력서(필수), 포트폴리오(선택)"
278229,AI Model Compiler Engineer,페블스퀘어,"경기 성남시 분당구 판교로 331, ABN타워 402호","파이썬 개발자, C,C++ 개발자, 소프트웨어 엔지니어, ",regular,https://www.wanted.co.kr/wd/278229?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"We are seeking an experienced AI Model Compiler Engineer to develop and optimize model compilation pipelines for deep learning frameworks. You will work on converting AI models (e.g., ONNX, TensorFlow, PyTorch) into efficient, hardware-optimized code for edge and cloud-based AI processors. Your role will involve compiler optimizations, graph transformations, and hardware-specific acceleration techniques.

•	Model Compilation Pipeline: Design and implement compilers that translate AI models (ONNX, TensorFlow, PyTorch, etc.) into executable formats for AI accelerators and edge devices.
•	Graph Optimization: Apply operator fusion, pruning, quantization, and memory optimizations to improve model performance.
•	Hardware Acceleration: Optimize AI model execution on CPU, GPU, DSP, TPU, or custom AI chips (e.g., NPU, FPGA).
•	Intermediate Representations (IRs): Work with MLIR, TVM, XLA, Glow, or custom IRs for model transformation.
•	Performance Tuning: Profile and analyze models using LLVM, Halide, CUDA, OpenCL, or Metal.
•	Kernel Optimization: Develop low-level math libraries (SIMD, vectorized ops, matrix multiplications, tensor ops) for efficient AI inference.
•	Custom Operator Support: Implement new AI operators and optimize execution on target hardware.
•	Cross-Platform Deployment: Enable model portability across multiple architectures and backends.
•	AI/ML Framework Integration: Extend compiler functionality for PyTorch, TensorFlow, ONNX Runtime, and other ML frameworks.
•	Debugging & Benchmarking","•	Education: Bachelor's, Master's, or Ph.D. in Computer Science, Electrical Engineering, or related fields.
•	Experience: 2+ years in model compilation, AI frameworks, or deep learning accelerators.
•	Programming Languages: C, C++, Python, and LLVM IR or MLIR.
•	Compiler Development: Experience with LLVM, TVM, XLA, Halide, Glow, or custom ML compilers.
•	Graph Transformations: Knowledge of operator fusion, loop unrolling, constant folding, quantization, and tiling techniques.
•	Hardware Optimization: Experience with SIMD, CUDA, OpenCL, ROCm, or low-level tensor operations.
•	AI Frameworks: Hands-on with TensorFlow, PyTorch, ONNX, TensorRT, TFLite, or OpenVINO.
•	Parallel Computing: Experience with multi-threading, vectorization (SSE/AVX), and heterogeneous computing.","•	Neural Network Compression: Quantization-aware training (QAT), weight pruning, distillation.
•	Cloud & Edge AI: Deploying models on AWS Inferentia, NVIDIA Jetson, Intel Movidius, or Qualcomm AI chips.
•	Formal Methods & Verification: Model validation, correctness proofs, and fuzz testing for compiler robustness.","서류 심사 - 프리 인터뷰(비대면) - 실무진 인터뷰(대면) - 임원진 인터뷰(대면) - 처우 협의 - 합류
(상황에 따라 티타임, 레퍼런스 체크 등이 함께 진행될 수 있습니다.)

* 여러 포지션에 지원하고자 하실 경우, 한 포지션을 골라 지원하시고 이력서에 관심 있는 다른 포지션도 함께 기재해 주세요.
* 외국인이실 경우, 한국어 능력 수준과 비자 종류를 함께 명시해 주세요.
* 페블스퀘어에 대해 더 알고 싶으시다면 홈페이지를 방문해 주세요!"
331442,[EC솔루션연구소] 어플리케이션 아키텍트,플래티어,서울시 송파구 법원로9길 26  H Business Park D동 6층,"파이썬 개발자, 자바 개발자, ",regular,https://www.wanted.co.kr/wd/331442?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• 멀티 클라우드(AWS / Azure / NCP) 환경 인프라 설계 및 운영
• Docker, Kubernetes(EKS/AKS) 기반 서비스 배포 및 운영
• CI/CD 파이프라인 설계 및 배포 자동화
• AI/ML 서비스 인프라 및 AIOps 환경 구성
• 온프레미스 및 하이브리드 인프라 운영",• 유관 업무 경력 2년 이상,"• 클라우드, 컨테이너, DevOps, 보안 등 관련 자격증 보유자
• AWS / Azure / NCP 클라우드 아키텍처 관련 자격증 보유자
• Kubernetes(CKA/CKAD), Terraform 등 인프라 자동화 자격 보유자
• DevOps, 보안, AI/ML 인프라 관련 자격증 보유자",서류전형 -＞ 코딩테스트&1차 면접 -＞ 레퍼런스 체크 -＞ 2차 면접 -＞ 처우협의 -＞ 최종합격
338811,[버키드] 백엔드(Back-end) 개발,프롬디,"서울 강남구 선릉로 511, 6층 601호 (패스트파이브 선릉센트럴점)","서버 개발자, 파이썬 개발자, ",regular,https://www.wanted.co.kr/wd/338811?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"버키드(Virkeyd) 서비스의 백엔드 아키텍처 및 기본 구조 설계
산업 안전 도메인에 맞는 데이터 모델 및 API 구조 설계
MVP 단계의 서버·DB·API 구현 및 고도화
현장 데이터를 고려한 확장 가능한 시스템 설계
서비스 요구사항을 기술 관점에서 해석·구조화
배포 환경(Docker 등) 구성 및 운영 관점 고려
MVP 출시  현장/시장 피드백  구조 개선 사이클 참여
커스터마이징 프로젝트 또는 신규 프로젝트 참여 가능","하나의 서비스 또는 주요 기능을 백엔드 관점에서 처음부터 구축해 본 경험
API, 데이터베이스, 서버 구조에 대한 기본적인 설계 경험
개발 내용을 문서 또는 구조로 설명할 수 있는 역량
기획자·디자이너와의 협업 경험
기술적 판단에 대해 논리적으로 설명하고 조율해 본 경험
불확실한 환경에서도 방향을 잡고 실행할 수 있는 분","Docker 기반 개발·배포 경험
B2B, B2G, SaaS 서비스 개발 경험
산업·현장·데이터 중심 서비스 경험
Java / Spring Boot 또는 이에 준하는 백엔드 프레임워크 경험","서류 전형 ＞ 폰스크리닝 ＞ 1·2차 인터뷰 ＞ 과제 ＞ 처우 협의 ＞ 합류

포트폴리오는 반드시 PDF 파일로 제출해 주세요. (기타 파일 제출 시 서류 미제출로 간주됩니다.)
서류 전형은 현업과 HR이 함께 검토하며, 가능한 빠르게 피드백 드리고자 노력합니다.
서류 전형 합격자에 한해 약 20분 내외의 폰스크리닝을 진행합니다. (업무 경험, 강점 등에 대한 간단한 질의응답)
대면 인터뷰는 1·2차를 연속으로 진행하며, 1차는 실무 중심, 2차는 컬처핏 중심으로 진행합니다.
세부 전형은 일부 변경될 수 있습니다.
본 공고는 상시 채용으로 조기 마감될 수 있습니다.
전형 안내 및 일정 조율은 이메일(필요 시 유선 연락)로 진행되므로, 정확한 이메일 기재를 부탁드립니다."
338671,파이썬/AI 파이프라인 개발자,바이오리서치에이아이,"서울 강남구 강남대로132길 29, 금강빌딩 3층","서버 개발자, 파이썬 개발자, 데이터 엔지니어, ",regular,https://www.wanted.co.kr/wd/338671?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• ChatGPT API를 활용해 제약·바이오 Raw Text를 정제 / 요약 / 분류 / 구조화하는 파이프라인을 개발해요
• Python 기반으로 텍스트 처리 로직과 후처리 규칙을 만들고 개선해요
• 정제된 데이터를 API나 서비스에서 사용할 수 있도록 구조화해요
• AI 기능이 안정적으로 동작하도록 파이프라인을 운영·고도화해요

[기술스텍]
• 언어 : Python
• Backend / API: FastAPI
• DB: MariaDB, MongoDB, Redis
• Infra: AWS (ECS, EC2, S3, RDS)
• DevOps: Docker, GitHub Actions","• 신입 또는 3년 이하 개발 경력
• Python으로 프로젝트를 진행해본 경험이 있는 분
• OpenAI, Gemini와 같은 LLM API를 활용해서 텍스트 처리를 해보신 분
• SQL 기초(조인·집계 정도)를 이해하고 있는 분
• 팀과 함께 고민하고 소통하는 걸 좋아하는 분","•  AWS(ECS, EC2, S3, RDS 등) 환경에서의 개발 또는 운영 경험    
• Docker 기반 개발 경험
• 프롬프트 엔지니어링 경험
• 제약·바이오 도메인 데이터(논문, 특허, 계약서 등)를 다뤄본 경험
• 데이터 파이프라인 또는 ETL 구조를 만들어본 경험

[이런 분에게 잘 맞아요]
• AI 모델만 쓰는 사람보다 AI가 돌아가는 시스템을 만들고 싶은 분      
• 최신 AI 기술을 직접 써보고 서비스에 적용해보고 싶은 분   
• 아직 완벽하지 않아도 함께 성장하는 환경을 원하는 분
• 같이 일하는 것이 즐겁고, 문제를 해결했을 때 한 단계 더 성장했음을 체감하는 분","[채용절차]                 
1. 서류 접수 : 이력서 및 자기소개서 제출
2. 구글폼 제출
3. 1차 인터뷰 : Business Development 팀과 인터뷰 진행
4. 2차 인터뷰 : CEO 및 관련 부서와 인터뷰 진행
5. 최종 협의 및 채용 : 최종 처우 협의 후 합류"
338500,풀스택 프로덕트 엔지니어 (10년 이상),인테그럴알앤디,"서울 영등포구 의사당대로 83, 디디 18-110-비","파이썬 개발자, ",regular,https://www.wanted.co.kr/wd/338500?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• 백엔드 중심의 풀스택 개발을 주도하며, API·서비스·사용자 대상 애플리케이션 전반에 대한 end-to-end 개발을 담당합니다.
• Python, Kotlin, Golang, TypeScript 중 하나 이상의 언어를 활용하여 고가용성 분산 시스템을 설계하고 구현합니다.
• AWS 환경(Lambda, SQS, SNS, ECS 등)에서 확장 가능하고 안정적인 백엔드 시스템을 설계·운영합니다.
• SQL 및 NoSQL 데이터베이스를 활용해 행동건강 데이터를 모델링하고 저장 구조를 설계합니다.
• 엔지니어링, 프로덕트, 임상(Clinical) 팀과 협업하여 실제 임팩트가 있는 복잡한 문제를 해결합니다.
• 개발부터 배포, 모니터링까지 코드에 대한 오너십을 가지며 높은 자율성과 책임감을 가지고 일할 분을 찾습니다.

[What You’ll Do]
•Own end-to-end development across the stack — backend-heavy, but able to flex across APIs, services, and user-facing applications.
•Design and build highly available distributed systems using at least one of the following languages Python, Kotlin, Golang, and TypeScript.
•Design and scale backend systems running on AWS ( Lambda, SQS, SNS, ECS, etc ).
•Work with both SQL and NoSQL databases to model and store behavioral health data.
•Collaborate across engineering, product, and clinical teams to solve complex, meaningful problems with real impact.
•Own your code from development to deployment and monitoring — we value autonomy and high responsibility.","•영어 필수
•Python에 능숙하며 Kotlin, Golang, Java, TypeScript 중 하나 이상의 언어 사용 경험이 있으신 분
• 분산 시스템, 서버리스(AWS Lambda), 이벤트 기반 아키텍처 개발 경험이 있으신 분
• PostgreSQL, DynamoDB 등 SQL / NoSQL 데이터베이스 활용 경험이 있으신 분
• 높은 오너십과 책임감을 요구하는 환경에서 주도적으로 일해본 경험이 있으신 분
• GenAI 및 LLM을 도구 또는 제품의 일부로 활용하는 데 관심이 있으신 분
• 코드 품질, 안정성, 성능, 보안을 중요하게 생각하시는 분
• 깔끔하고 유지보수가 쉬우며 보안이 고려된 프로덕션 코드를 작성할 수 있는 분
• HIPAA, 개인정보 보호, 컴플라이언스를 고려한 개발 환경에 익숙하시거나 학습 의지가 있으신 분

[You Might Be a Great Fit If You...]
•The English requirements
•Are fluent in Python and at least one of: Kotlin, Golang, Java, or TypeScript
•Have experience working with distributed systems, serverless ( AWS Lambda ) and event-driven systems
•Know your way around Pinecone, PostgreSQL, DynamoDB, or other modern databases ( SQL / NoSQL )
•Have experience working in high-ownership environments and thrive when given full responsibility
•Are excited by GenAI and LLMs — both as tools and as part of the product experience
•Care deeply about code quality, reliability, performance, and security
•Can write clean, maintainable, and secure production code
•You're comfortable with HIPAA, data privacy, or compliance-aware development","• 헬스케어, EHR 연동, 개인정보 민감도가 높은 도메인에서의 개발 경험이 있으신 분
• 머신러닝 모델 또는 ML 기반 제품 기능 개발 경험이 있으신 분
• LLM 에이전트, 벡터 데이터베이스 및 LangChain, LlamaIndex, Weaviate, Pinecone, Haystack 등 활용 경험이 있으신 분
• 백엔드가 주력이지만 웹 또는 크로스플랫폼 모바일 개발(TypeScript, React/Next.js, Flutter, React Native)에 대한 이해가 있으신 분
• 스타트업 환경에서 초기 인프라를 구축하거나 스케일링 문제를 해결해본 경험이 있으신 분

[Bonus Points]
•Experience in healthcare, EHR integrations, or data privacy-sensitive environments
•Prior work with machine learning models or ML-powered product features
•Experience with LLM agents, vector databases, or tools like LangChain, LlamaIndex, Weaviate, Pinecone, or Haystack
•You are a back-end ninja, but know your way around web and cross platform mobile development ( TypeScript, React / NextJs, Flutter or React Native )
•You've worked in a startup, built infrastructure from scratch, or managed scaling challenges","제출서류 
① 이력서 또는 LinkedIn 프로필 
② GitHub, 프로젝트 링크, 또는 본인이 가장 자랑스럽게 생각하는 과거 작업물
③복잡한 문제를 처음부터 끝까지(end-to-end) 설계·구현한 경험에 대한 간단한 설명 
④(선택) 행동건강(Behavioral Health) 또는 헬스테크 분야에서 일하고 싶은 이유 

[Send us] 
①Your resume or LinkedIn 
②Links to GitHub, projects, or past work you’re proud of 
③A short note on something complex you’ve built end-to-end 
④(Optional) Tell us what excites you about working in behavioral health or health-tech"
315649,백엔드 개발자,위시스트,"서울 관악구 관악로12길 10, 3층 위시스트","서버 개발자, 파이썬 개발자, 소프트웨어 엔지니어, ",regular,https://www.wanted.co.kr/wd/315649?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• Python 기반 웹 서비스 서버 개발 및 운영
• FastAPI 기반 WebSocket, RESTful API 설계 및 개발
• AI 기반 서비스를 위한 Vector DB 관리, 구축 및 최적화
• AI 모델 구동을 위한 서버 인프라 관리 (GPU 환경, CPU 환경, 분산 환경)
• 인스타그램/메타 광고 데이터 수집 및 처리 파이프라인 구축
• 대규모 미디어 콘텐츠 저장 및 관리 시스템 운영
• 비동기 작업 처리 및 스케줄링 시스템 구축
• 서비스 모니터링 및 성능 최적화","• Python 기반 웹 서버 개발 실무 경험 (FastAPI 등)
• SQL 데이터베이스를 활용한 서비스 개발 경험 (PostgreSQL 등)
• 클라우드 인프라 구축 및 운영 경험 (AWS 등)
• WebSocket을 활용한 실시간 통신 구현 경험
• 기획자, 프론트엔드 개발자 등 다양한 직군과의 원활한 협업 능력
• 컨테이너 기반 배포 경험 (Docker, Kubernetes 등)","• 초기 스타트업 환경에서 빠른 실험과 반복을 즐기시는 분
• 메시지 큐를 활용한 분산 처리 시스템 구축 경험 (Celery, RabbitMQ, Redis 등)
• 실시간 AI 모델 구동 프로젝트 개발 경험
• Vector DB를 활용한 서비스 개발 경험 (Qdrant, Pinecone 등)

[사용하는 기술 스택]
• 언어: Python
• 프레임워크: FastAPI
• 데이터베이스: PostgreSQL, Qdrant
• 분산 처리: Celery, RabbitMQ, Redis
• 인프라: AWS
• 컨테이너: Docker","• 서류전형 - 임원면접(커피챗) - 함께 일해보기(1~2주) - 처우 협의
• 전형 과정은 지원자 및 상황에 따라 변경될 수 있습니다.
• 함께 일해보기 전형에서는 1~2주간 함께 일하며 서로의 합을 맞춰보는 시간을 가집니다. (급여 지급)
※ 함께 일해보기 전형에 풀타임으로 참여가 어려운 경우 협의를 통해 과제 전형 등으로 대체할 수 있습니다.
• 서로의 방향성을 확인하기 위해 입사 후 2개월의 수습기간을 두고 있습니다.
• 대학 재학 중이신 경우, 이력서 내에 졸업 예정일을 반드시 포함해주시기 바랍니다.
• 지원서에 기재된 내용 중 허위 사실이 발견될 경우 채용이 취소될 수 있습니다."
312419,Backend 개발자 (상품/결제),콘텐츠웨이브(wavve),"서울 영등포구 여의나루로 60, 포스트타워 15층","서버 개발자, 파이썬 개발자, C,C++ 개발자, ",regular,https://www.wanted.co.kr/wd/312419?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,• ​Wavve ​상품/빌링/회원 등 ​인프라 시스템 설계 및 ​개발,"• ​서버 개발자로 ​실무 5년차 ​이상 또는 그에 ​준하는 ​역량을 보유하신 분
• ​Go, ​Java, ​Node.js, Kotlin, Python ​중 1개 ​이상 ​유경험자
• Restful ​API 설계와 ​개발 ​경험
• 백엔드 아키텍처 ​설계와 개선 ​경험
• 클라우드(AWS 등) 및 K8S 기반 서비스 개발 경험
• SQL 및 NoSQL 데이터베이스 활용 경험
• Redis, Kafka 등 활용 경험","•  유관 업무 경험자 (상품/빌링/회원/인증 등)
•  MSA 설계 및 적용 경험
•  도메인 기반 설계(DDD) 능숙한 분
•  새로운 프로젝트 및 기존 서비스 유지보수를 모두 경험해 본 분
•  백엔드 서비스 API에 대한 꾸준한 노력과 도전 경험이 있는 분","• 고용형태 : 정규직
• 수습기간 3개월 (급여 100% 제공)
• 급여조건 : 협의 가능

서류 전형 ＞ 1차 면접 ＞ 2차 면접 ＞ 처우협의 ＞ 합류
• 코드 및 자료 리뷰(종류 무관하게, 본인 실력을 보여줄 수 있는 자료) 등 진행될 수 있으며 별도 안내 예정입니다."
338756,Backend 개발자 (서비스/콘텐츠),콘텐츠웨이브(wavve),"서울 영등포구 여의나루로 60, 포스트타워 15층","서버 개발자, 파이썬 개발자, 자바 개발자, ",regular,https://www.wanted.co.kr/wd/338756?client_id=x7eN3AyKUtFUcR2WIUFbWYfS,"• ​Wavve ​서비스 API ​설계 및 개발 (편성, ​전시, ​콘텐츠, 상품)","• ​서버 개발자로 실무 ​3년차 이상 ​또는 ​그에 준하는 ​역량을 ​보유하신 ​분
• go, Java, Kotlin, ​node.js ​등 하나 이상의 ​언어 ​개발 ​경험
• 백엔드 아키텍처 및 ​API 설계와 ​개선 ​경험
• 클라우드(AWS, GCP ​등) 및 ​K8S ​기반 서비스 개발 ​경험
• SQL 및 ​NoSQL 데이터베이스 활용 경험","• MSA 설계 및 적용 경험
• go 언어 개발 경험자
• 대용량 트랜잭션 처리를 위한 서버 및 RDB 설계 경험
• 서비스 및 백엔드 인프라(DB, Kafka, Redis 등) 모니터링 설정 및 장애 대응 경험","• 고용형태 : 정규직
• 수습기간 3개월 (급여 100% 제공)
• 급여조건 : 협의 가능

서류 전형 ＞ 1차 면접 ＞ 2차 면접 ＞ 처우협의 ＞ 합류
• 코드 및 자료 리뷰(종류 무관하게, 본인 실력을 보여줄 수 있는 자료) 등 진행될 수 있으며 별도 안내 예정입니다."
